Harbhajan,Bowler,Singh,Bowler,to,Other,de,Batsman,Kock,Batsman,no,Other,run,Other,good,Other,turn,Other,outside,Other,the,Other,off,Other,stump,Other,QdK,Batsman,waited,Other,for,Other,it,Other,to,Other,turn,Other,away,Other,but,Other,it,Other,did,Other,too,Other,much,Other,and,Other,went,Other,out,Other,of,Other,his,Other,reach,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,swing,Other,and,Other,a,Other,miss,Other,first,Other,ball,Other,as,Other,Faf,Batsman,drives,Other,outside,Other,off,Other,a,Other,hint,Other,of,Other,turn,Other,beats,Other,him,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,comes,Other,on,Other,the,Other,front,Other,foot,Other,now,Other,and,Other,defends,Other,the,Other,ball,Other,back,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,the,Other,turn,Other,surprises,Other,Faf,Batsman,a,Other,little,Other,as,Other,he,Other,comes,Other,down,Other,to,Other,push,Other,it,Other,back,Other,and,Other,the,Other,ball,Other,takes,Other,the,Other,outside,Other,edge,Other,to,Other,point,Fielding_Position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel,Bowler,to,Other,du,Batsman,Plessis,Batsman,long,Fielding_Position,off,Fielding_Position,1,Other,run,Other,comes,Other,down,Other,the,Other,track,Other,now,Other,and,Other,drives,Other,to,Other,off,Other,one,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel,Bowler,to,Other,de,Batsman,Kock,Batsman,1,Other,run,Other,takes,Other,a,Other,step,Other,down,Other,and,Other,clips,Other,the,Other,ball,Other,to,Other,leg,Other,for,Other,one,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,de,Batsman,Kock,Batsman,1,Other,run,Other,some,Other,turn,Other,outside,Other,off,Other,as,Other,QdK,Batsman,pushes,Other,away,Other,from,Other,the,Other,body,Other,and,Other,gets,Other,a,Other,thick,Other,outside,Other,edge,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,du,Batsman,Plessis,Batsman,long,Fielding_Position,on,Fielding_Position,1,Other,run,Other,pretty,Other,full,Other,and,Other,flighted,Other,around,Other,off,Other,driven,Other,down,Other,to,Other,on,Other,one,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,de,Batsman,Kock,Batsman,OUT,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Fielder,was,Other,on,Other,the,Other,prowl,Other,and,Other,Jinxy,Fielder,the,Fielder,Cat,Fielder,takes,Other,it,Other,at,Other,second,Other,slip!,Other,Nicely,Other,tossed,Other,up,Other,outside,Other,off,Other,QdK,Batsman,is,Other,tempted,Other,for,Other,the,Other,drive,Other,and,Other,he,Other,goes,Other,for,Other,it,Other,too,Other,edging,Other,the,Other,ball,Other,to,Other,slips,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,de,Batsman,Villiers,Batsman,1,Other,run,Other,nice,Other,flight,Other,towards,Other,middle,Other,and,Other,leg,Other,pushed,Other,to,Other,the,Other,leg,Other,side,Other,with,Other,the,Other,turn,Other,and,Other,he's,Other,off,Other,the,Other,mark,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,tossed,Other,up,Other,around,Other,off,Other,again,Other,Faf,Batsman,waits,Other,and,Other,defends,Other,it,Other,back,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,takes,Other,a,Other,step,Other,down,Other,and,Other,takes,Other,it,Other,on,Other,the,Other,full,Other,to,Other,clip,Other,it,Other,to,Other,midwicket,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel,Bowler,to,Other,de,Batsman,Villiers,Batsman,1,Other,run,Other,sharp,Other,turn,Other,outside,Other,off,Other,from,Other,back,Other,of,Other,length,Other,AB,Batsman,made,Other,room,Other,and,Other,cut,Other,it,Other,off,Other,the,Other,back,Other,foot,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel,Bowler,to,Other,du,Batsman,Plessis,Batsman,1,Other,run,Other,touch,Other,fuller,Other,and,Other,Faf,Batsman,cuts,Other,it,Other,too,Other,towards,Other,sweeper,Other,cover,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel,Bowler,to,Other,de,Batsman,Villiers,Batsman,no,Other,run,Other,full,Other,on,Other,off,Other,and,Other,it's,Other,pushed,Other,back,Other,to,Other,the,Other,bowler,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
